,count_bindings_in_miRNA,pair_state_No,mFE,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,pair_state_Yes,binding_count,armType_loop,interiorLoopCount,index,clusterName,chrom,start,end,miRNA,sample,annotation
4342,10,1,-32.5,1,21,2,0.67,0,21,0,4,4342,mapped_nonMirna_ERR973611:miRCluster_20696_26:chr21:8218753_8218778+,21,8218753,8218778,False,ERR973611,
4343,5,1,-28.6,1,14,-7,0.45,0,14,1,2,4343,mapped_nonMirna_ERR973611:miRCluster_20698_27:chr21:8218769_8218795+,21,8218769,8218795,False,ERR973611,
4344,8,1,-31.8,1,21,1,0.73,0,21,0,6,4344,mapped_nonMirna_ERR973611:miRCluster_20715_27:chr21:8444627_8444653+,21,8444627,8444653,False,ERR973611,
4345,5,1,-28.6,1,14,-7,0.45,0,14,1,2,4345,mapped_nonMirna_ERR973611:miRCluster_20719_27:chr21:8446039_8446065+,21,8446039,8446065,False,ERR973611,
4346,11,1,-27.6,2,24,-26,0.73,0,24,0,5,4346,mapped_nonMirna_ERR973611:miRCluster_20870_25:chr21:25735500_25735524-,21,25735500,25735524,False,ERR973611,
4347,15,1,-35.3,1,27,0,0.94,0,27,0,3,4347,mapped_nonMirna_ERR973611:miRCluster_20737_17:chr21:31664418_31664434+,21,31664418,31664434,False,ERR973611,
4348,10,1,-38.1,1,23,9,0.59,0,23,0,4,4348,mapped_nonMirna_ERR973611:miRCluster_20766_17:chr21:34670206_34670222+,21,34670206,34670222,False,ERR973611,
4349,10,1,-4.6,1,11,-3,0.56,0,11,0,2,4349,mapped_nonMirna_ERR973611:miRCluster_20771_23:chr21:34717708_34717730+,21,34717708,34717730,False,ERR973611,
4350,9,1,-22.3,1,25,14,0.6,0,25,0,7,4350,mapped_nonMirna_ERR973611:miRCluster_20941_17:chr21:45050606_45050622-,21,45050606,45050622,False,ERR973611,
4351,12,1,-21.5,3,22,-1,0.75,0,22,0,2,4351,mapped_nonMirna_ERR973611:miRCluster_21276_24:chr22:20727348_20727371-,22,20727348,20727371,False,ERR973611,
4352,13,1,-43.7,1,29,9,1.0,0,29,0,6,4352,mapped_nonMirna_ERR973611:miRCluster_21005_22:chr22:23883925_23883946+,22,23883925,23883946,False,ERR973611,
4353,7,1,-19.5,2,18,-24,0.54,0,18,0,2,4353,mapped_nonMirna_ERR973611:miRCluster_21046_23:chr22:30893169_30893191+,22,30893169,30893191,False,ERR973611,
4354,10,1,-29.2,1,26,4,0.83,0,26,0,5,4354,mapped_nonMirna_ERR973611:miRCluster_21329_17:chr22:32412214_32412230-,22,32412214,32412230,False,ERR973611,
4355,13,1,-11.3,1,14,1,0.68,0,14,0,3,4355,mapped_nonMirna_ERR973611:miRCluster_21081_23:chr22:32860562_32860584+,22,32860562,32860584,False,ERR973611,
4356,6,1,-3.0,2,7,-15,0.32,0,7,1,0,4356,mapped_nonMirna_ERR973611:miRCluster_21087_21:chr22:32862125_32862145+,22,32862125,32862145,False,ERR973611,
4357,9,1,-41.5,1,26,8,0.56,0,26,0,5,4357,mapped_nonMirna_ERR973611:miRCluster_21098_19:chr22:35426104_35426122+,22,35426104,35426122,False,ERR973611,
4358,10,1,-12.9,1,14,-15,0.62,0,14,1,2,4358,mapped_nonMirna_ERR973611:miRCluster_21399_23:chr22:39315282_39315304-,22,39315282,39315304,False,ERR973611,
4359,11,1,-26.9,2,23,13,0.79,0,23,0,3,4359,mapped_nonMirna_ERR973611:miRCluster_21422_21:chr22:41436097_41436117-,22,41436097,41436117,False,ERR973611,
4360,11,1,-20.7,1,19,10,0.85,0,19,0,4,4360,mapped_nonMirna_ERR973611:miRCluster_21185_21:chr22:41875684_41875704+,22,41875684,41875704,False,ERR973611,
4361,8,1,-20.0,1,18,-6,0.5,0,18,1,2,4361,mapped_nonMirna_ERR973611:miRCluster_21452_17:chr22:46287128_46287144-,22,46287128,46287144,False,ERR973611,
4362,9,1,-24.0,1,17,-9,0.56,0,17,1,3,4362,mapped_nonMirna_ERR973611:miRCluster_21226_16:chr22:46628374_46628389+,22,46628374,46628389,False,ERR973611,
4363,9,1,-5.9,1,16,-1,0.56,0,16,0,2,4363,mapped_nonMirna_ERR973611:miRCluster_4547_18:chr3:9988416_9988433-,3,9988416,9988433,False,ERR973611,
4364,9,1,-19.2,1,15,-13,0.5,0,15,1,4,4364,mapped_nonMirna_ERR973611:miRCluster_4549_19:chr3:10321069_10321087-,3,10321069,10321087,False,ERR973611,
4365,12,1,-39.0,1,29,11,0.57,0,29,0,6,4365,mapped_nonMirna_ERR973611:miRCluster_4560_25:chr3:12840311_12840335-,3,12840311,12840335,False,ERR973611,
4366,16,1,-28.5,1,21,3,0.8,0,21,0,4,4366,mapped_nonMirna_ERR973611:miRCluster_4608_27:chr3:27374813_27374839-,3,27374813,27374839,False,ERR973611,
4367,6,1,-21.1,1,21,13,0.5,0,21,0,5,4367,mapped_nonMirna_ERR973611:miRCluster_3986_18:chr3:40258716_40258733+,3,40258716,40258733,False,ERR973611,
4368,5,1,-6.4,1,11,-6,0.42,0,11,1,3,4368,mapped_nonMirna_ERR973611:miRCluster_4005_23:chr3:43343393_43343415+,3,43343393,43343415,False,ERR973611,
4369,9,1,-24.0,1,25,21,0.6,0,25,0,5,4369,mapped_nonMirna_ERR973611:miRCluster_4667_16:chr3:46377295_46377310-,3,46377295,46377310,False,ERR973611,
4370,13,1,-16.2,2,32,10,0.87,0,32,0,3,4370,mapped_nonMirna_ERR973611:miRCluster_4684_16:chr3:47649331_47649346-,3,47649331,47649346,False,ERR973611,
4371,4,1,-5.0,1,9,-9,0.33,0,9,1,2,4371,mapped_nonMirna_ERR973611:miRCluster_4025_18:chr3:47845835_47845852+,3,47845835,47845852,False,ERR973611,
4372,1,1,-0.8,1,3,-8,1.0,0,3,0,0,4372,mapped_nonMirna_ERR973611:miRCluster_4029_18:chr3:48604700_48604717+,3,48604700,48604717,False,ERR973611,
4373,6,1,-6.4,1,10,-1,0.46,0,10,0,2,4373,mapped_nonMirna_ERR973611:miRCluster_4058_18:chr3:50191785_50191802+,3,50191785,50191802,False,ERR973611,
4374,7,1,-14.7,1,11,-4,0.58,0,11,0,2,4374,mapped_nonMirna_ERR973611:miRCluster_4752_16:chr3:52239116_52239131-,3,52239116,52239131,False,ERR973611,
4375,10,1,-7.5,1,12,-11,0.59,0,12,1,2,4375,mapped_nonMirna_ERR973611:miRCluster_4762_17:chr3:53169309_53169325-,3,53169309,53169325,False,ERR973611,
4376,12,1,-21.1,1,32,15,0.75,0,32,0,7,4376,mapped_nonMirna_ERR973611:miRCluster_4139_16:chr3:60371080_60371095+,3,60371080,60371095,False,ERR973611,
4377,10,1,-34.8,1,28,19,0.67,0,28,0,7,4377,mapped_nonMirna_ERR973611:miRCluster_4145_17:chr3:63096443_63096459+,3,63096443,63096459,False,ERR973611,
4378,4,1,-18.1,1,14,-4,0.33,0,14,0,2,4378,mapped_nonMirna_ERR973611:miRCluster_4146_21:chr3:63278324_63278344+,3,63278324,63278344,False,ERR973611,
4379,11,1,-12.8,2,27,5,0.65,0,27,0,3,4379,mapped_nonMirna_ERR973611:miRCluster_4832_17:chr3:82591211_82591227-,3,82591211,82591227,False,ERR973611,
4380,7,1,-9.57,1,16,-6,0.44,0,16,0,3,4380,mapped_nonMirna_ERR973611:miRCluster_4847_25:chr3:96617687_96617711-,3,96617687,96617711,False,ERR973611,
4381,13,1,-20.2,3,23,-24,0.87,0,23,0,3,4381,mapped_nonMirna_ERR973611:miRCluster_4280_28:chr3:129532616_129532643+,3,129532616,129532643,False,ERR973611,
4382,15,1,-13.2,3,23,-26,0.68,0,23,0,1,4382,mapped_nonMirna_ERR973611:miRCluster_4983_24:chr3:131479097_131479120-,3,131479097,131479120,False,ERR973611,
4383,10,1,-4.6,1,7,-12,0.67,0,7,1,0,4383,mapped_nonMirna_ERR973611:miRCluster_4338_16:chr3:134411365_134411380+,3,134411365,134411380,False,ERR973611,
4384,13,1,-6.4,1,13,-15,0.81,0,13,1,1,4384,mapped_nonMirna_ERR973611:miRCluster_4398_22:chr3:158592480_158592501+,3,158592480,158592501,False,ERR973611,
4385,10,1,-30.1,2,24,12,0.67,0,24,0,3,4385,mapped_nonMirna_ERR973611:miRCluster_5073_27:chr3:169764610_169764636-,3,169764610,169764636,False,ERR973611,
4386,9,1,-23.9,2,22,-19,0.6,0,22,0,2,4386,mapped_nonMirna_ERR973611:miRCluster_4427_24:chr3:174377805_174377828+,3,174377805,174377828,False,ERR973611,
4387,4,1,-3.8,1,4,-11,0.25,0,4,0,0,4387,mapped_nonMirna_ERR973611:miRCluster_5107_16:chr3:183250709_183250724-,3,183250709,183250724,False,ERR973611,
4388,9,1,-6.1,1,9,-2,0.69,0,9,0,1,4388,mapped_nonMirna_ERR973611:miRCluster_4488_24:chr3:186784577_186784600+,3,186784577,186784600,False,ERR973611,
4389,14,1,-19.9,2,33,10,0.82,0,33,0,6,4389,mapped_nonMirna_ERR973611:miRCluster_4489_25:chr3:186784798_186784822+,3,186784798,186784822,False,ERR973611,
4390,7,0,-10.8,3,14,-5,0.58,1,14,0,0,4390,mapped_nonMirna_ERR973611:miRCluster_4490_20:chr3:186784813_186784832+,3,186784813,186784832,False,ERR973611,
4391,0,0,-10.8,3,14,-12,0.0,1,14,0,0,4391,mapped_nonMirna_ERR973611:miRCluster_4492_22:chr3:186784843_186784864+,3,186784843,186784864,False,ERR973611,
4392,3,1,-6.9,1,11,-7,0.19,0,11,0,2,4392,mapped_nonMirna_ERR973611:miRCluster_4506_20:chr3:188076567_188076586+,3,188076567,188076586,False,ERR973611,
4393,9,1,-38.5,1,25,5,0.56,0,25,0,5,4393,mapped_nonMirna_ERR973611:miRCluster_5648_22:chr4:1212937_1212958-,4,1212937,1212958,False,ERR973611,
4394,6,1,-4.7,1,6,-7,0.35,0,6,0,0,4394,mapped_nonMirna_ERR973611:miRCluster_5734_17:chr4:37174087_37174103-,4,37174087,37174103,False,ERR973611,
4395,15,1,-10.4,2,15,-23,0.94,0,15,0,1,4395,mapped_nonMirna_ERR973611:miRCluster_5745_16:chr4:41010401_41010416-,4,41010401,41010416,False,ERR973611,
4396,10,1,-27.6,1,25,11,0.71,0,25,0,6,4396,mapped_nonMirna_ERR973611:miRCluster_5306_20:chr4:41268001_41268020+,4,41268001,41268020,False,ERR973611,
4397,5,1,-18.5,1,24,5,0.5,0,24,0,3,4397,mapped_nonMirna_ERR973611:miRCluster_5813_19:chr4:75646363_75646381-,4,75646363,75646381,False,ERR973611,
4398,4,1,-17.7,1,14,-11,0.27,0,14,0,3,4398,mapped_nonMirna_ERR973611:miRCluster_5369_16:chr4:75941108_75941123+,4,75941108,75941123,False,ERR973611,
4399,11,1,-21.9,1,27,8,0.58,0,27,0,6,4399,mapped_nonMirna_ERR973611:miRCluster_5832_21:chr4:77055262_77055282-,4,77055262,77055282,False,ERR973611,
4400,5,1,-15.7,1,11,-6,0.36,0,11,0,2,4400,mapped_nonMirna_ERR973611:miRCluster_5843_20:chr4:82044034_82044053-,4,82044034,82044053,False,ERR973611,
4401,9,1,-22.3,1,25,9,0.69,0,25,0,5,4401,mapped_nonMirna_ERR973611:miRCluster_5387_19:chr4:84649275_84649293+,4,84649275,84649293,False,ERR973611,
4402,13,1,-24.2,1,20,0,0.87,0,20,0,5,4402,mapped_nonMirna_ERR973611:miRCluster_5866_18:chr4:86949941_86949958-,4,86949941,86949958,False,ERR973611,
4403,10,1,-16.6,1,19,-8,0.59,0,19,1,3,4403,mapped_nonMirna_ERR973611:miRCluster_5877_17:chr4:89747952_89747968-,4,89747952,89747968,False,ERR973611,
4404,8,1,-14.1,2,21,1,0.62,0,21,0,2,4404,mapped_nonMirna_ERR973611:miRCluster_5470_22:chr4:109540042_109540063+,4,109540042,109540063,False,ERR973611,
4405,4,1,-15.6,1,12,-9,0.33,0,12,1,2,4405,mapped_nonMirna_ERR973611:miRCluster_5963_20:chr4:141132469_141132488-,4,141132469,141132488,False,ERR973611,
4406,12,1,-7.9,1,15,0,0.8,0,15,0,3,4406,mapped_nonMirna_ERR973611:miRCluster_5968_17:chr4:145495349_145495365-,4,145495349,145495365,False,ERR973611,
4407,9,1,-22.3,2,20,2,0.6,0,20,0,3,4407,mapped_nonMirna_ERR973611:miRCluster_5550_16:chr4:145937893_145937908+,4,145937893,145937908,False,ERR973611,
4408,15,1,-15.3,3,24,-24,1.0,0,24,0,2,4408,mapped_nonMirna_ERR973611:miRCluster_5993_18:chr4:159538293_159538310-,4,159538293,159538310,False,ERR973611,
4409,9,1,-16.3,1,16,1,0.69,0,16,0,4,4409,mapped_nonMirna_ERR973611:miRCluster_5585_19:chr4:165484495_165484513+,4,165484495,165484513,False,ERR973611,
4410,9,1,-17.3,1,15,-2,0.64,0,15,0,3,4410,mapped_nonMirna_ERR973611:miRCluster_6025_16:chr4:179105799_179105814-,4,179105799,179105814,False,ERR973611,
4411,10,1,-24.5,1,13,0,0.83,0,13,0,2,4411,mapped_nonMirna_ERR973611:miRCluster_6051_16:chr5:321000_321015+,5,321000,321015,False,ERR973611,
4412,11,1,-30.0,1,23,0,0.73,0,23,0,5,4412,mapped_nonMirna_ERR973611:miRCluster_6083_16:chr5:14143982_14143997+,5,14143982,14143997,False,ERR973611,
4413,8,1,-9.1,1,8,-10,0.5,0,8,1,0,4413,mapped_nonMirna_ERR973611:miRCluster_6088_16:chr5:19547244_19547259+,5,19547244,19547259,False,ERR973611,
4414,5,1,-14.9,1,14,-7,0.38,0,14,0,3,4414,mapped_nonMirna_ERR973611:miRCluster_6099_20:chr5:32048594_32048613+,5,32048594,32048613,False,ERR973611,
4415,10,1,-16.8,2,18,-4,0.67,0,18,0,2,4415,mapped_nonMirna_ERR973611:miRCluster_6114_16:chr5:34564480_34564495+,5,34564480,34564495,False,ERR973611,
4416,11,1,-13.1,1,27,7,0.69,0,27,0,5,4416,mapped_nonMirna_ERR973611:miRCluster_6120_17:chr5:37833090_37833106+,5,37833090,37833106,False,ERR973611,
4417,11,1,-30.8,1,24,-1,0.79,0,24,0,3,4417,mapped_nonMirna_ERR973611:miRCluster_6632_23:chr5:43313405_43313427-,5,43313405,43313427,False,ERR973611,
4418,12,1,-23.0,1,24,5,0.75,0,24,0,2,4418,mapped_nonMirna_ERR973611:miRCluster_6638_20:chr5:45645438_45645457-,5,45645438,45645457,False,ERR973611,
4419,12,1,-11.8,1,14,-14,0.63,0,14,1,4,4419,mapped_nonMirna_ERR973611:miRCluster_6692_24:chr5:74990609_74990632-,5,74990609,74990632,False,ERR973611,
4420,10,1,-31.3,2,26,9,0.43,0,26,0,4,4420,mapped_nonMirna_ERR973611:miRCluster_6695_24:chr5:77080493_77080516-,5,77080493,77080516,False,ERR973611,
4421,5,1,-27.5,2,23,-17,0.62,0,23,0,4,4421,mapped_nonMirna_ERR973611:miRCluster_6699_22:chr5:78648702_78648723-,5,78648702,78648723,False,ERR973611,
4422,9,1,-15.2,1,19,0,0.75,0,19,0,5,4422,mapped_nonMirna_ERR973611:miRCluster_6714_22:chr5:80651224_80651245-,5,80651224,80651245,False,ERR973611,
4423,7,1,-12.9,3,21,-8,0.41,0,21,1,2,4423,mapped_nonMirna_ERR973611:miRCluster_6719_25:chr5:80651911_80651935-,5,80651911,80651935,False,ERR973611,
4424,16,1,-20.7,1,21,5,0.76,0,21,0,4,4424,mapped_nonMirna_ERR973611:miRCluster_6724_24:chr5:83064314_83064337-,5,83064314,83064337,False,ERR973611,
4425,8,1,-9.4,2,14,-7,0.44,0,14,0,2,4425,mapped_nonMirna_ERR973611:miRCluster_6307_21:chr5:94567553_94567573+,5,94567553,94567573,False,ERR973611,
4426,15,1,-25.7,2,31,0,0.83,0,31,0,5,4426,mapped_nonMirna_ERR973611:miRCluster_6753_21:chr5:100048343_100048363-,5,100048343,100048363,False,ERR973611,
4427,5,1,-5.1,1,9,-13,0.26,0,9,0,1,4427,mapped_nonMirna_ERR973611:miRCluster_6764_23:chr5:100051697_100051719-,5,100051697,100051719,False,ERR973611,
4428,9,1,-8.9,1,9,-5,0.53,0,9,0,2,4428,mapped_nonMirna_ERR973611:miRCluster_6767_25:chr5:100052531_100052555-,5,100052531,100052555,False,ERR973611,
4429,4,1,-11.1,1,11,-4,0.44,0,11,0,2,4429,mapped_nonMirna_ERR973611:miRCluster_6795_21:chr5:109337276_109337296-,5,109337276,109337296,False,ERR973611,
4430,15,1,-52.3,2,34,8,0.94,0,34,0,4,4430,mapped_nonMirna_ERR973611:miRCluster_6348_16:chr5:114362364_114362379+,5,114362364,114362379,False,ERR973611,
4431,12,1,-10.2,1,15,-4,0.75,0,15,0,4,4431,mapped_nonMirna_ERR973611:miRCluster_6826_25:chr5:124808834_124808858-,5,124808834,124808858,False,ERR973611,
4432,5,1,-16.1,1,23,21,0.31,0,23,0,6,4432,mapped_nonMirna_ERR973611:miRCluster_6830_16:chr5:125100015_125100030-,5,125100015,125100030,False,ERR973611,
4433,10,1,-7.0,1,10,-3,0.62,0,10,0,1,4433,mapped_nonMirna_ERR973611:miRCluster_6868_29:chr5:134925375_134925403-,5,134925375,134925403,False,ERR973611,
4434,12,1,-16.2,1,22,-3,0.67,0,22,0,4,4434,mapped_nonMirna_ERR973611:miRCluster_6899_28:chr5:134928250_134928277-,5,134928250,134928277,False,ERR973611,
4435,14,1,-13.7,2,15,-1,0.74,0,15,0,1,4435,mapped_nonMirna_ERR973611:miRCluster_6918_21:chr5:138557349_138557369-,5,138557349,138557369,False,ERR973611,
4436,9,1,-24.1,1,17,-7,0.56,0,17,1,4,4436,mapped_nonMirna_ERR973611:miRCluster_6421_16:chr5:139380310_139380325+,5,139380310,139380325,False,ERR973611,
4437,9,1,-16.3,1,15,-4,0.56,0,15,0,2,4437,mapped_nonMirna_ERR973611:miRCluster_6979_27:chr5:149859718_149859744-,5,149859718,149859744,False,ERR973611,
4438,10,1,-14.4,1,19,10,0.62,0,19,0,5,4438,mapped_nonMirna_ERR973611:miRCluster_6988_18:chr5:149863119_149863136-,5,149863119,149863136,False,ERR973611,
4439,2,1,-2.5,2,5,-28,0.13,0,5,0,0,4439,mapped_nonMirna_ERR973611:miRCluster_6989_25:chr5:149863135_149863159-,5,149863135,149863159,False,ERR973611,
4440,12,1,-19.8,2,21,-24,0.92,0,21,0,3,4440,mapped_nonMirna_ERR973611:miRCluster_6996_22:chr5:149868124_149868145-,5,149868124,149868145,False,ERR973611,
4441,12,1,-26.5,1,29,13,1.0,0,29,0,7,4441,mapped_nonMirna_ERR973611:miRCluster_7004_28:chr5:149886326_149886353-,5,149886326,149886353,False,ERR973611,
4442,12,1,-15.7,1,22,0,0.75,0,22,0,5,4442,mapped_nonMirna_ERR973611:miRCluster_6451_16:chr5:150169814_150169829+,5,150169814,150169829,False,ERR973611,
4443,12,1,-21.5,1,21,10,0.8,0,21,0,3,4443,mapped_nonMirna_ERR973611:miRCluster_7029_24:chr5:150446921_150446944-,5,150446921,150446944,False,ERR973611,
4444,9,1,-10.1,1,12,-5,0.5,0,12,0,2,4444,mapped_nonMirna_ERR973611:miRCluster_6460_21:chr5:151028939_151028959+,5,151028939,151028959,False,ERR973611,
4445,9,1,-30.9,1,27,16,0.6,0,27,0,7,4445,mapped_nonMirna_ERR973611:miRCluster_6482_25:chr5:166382377_166382401+,5,166382377,166382401,False,ERR973611,
4446,8,1,-13.9,1,13,-15,0.5,0,13,1,2,4446,mapped_nonMirna_ERR973611:miRCluster_7062_19:chr5:171862895_171862913-,5,171862895,171862913,False,ERR973611,
4447,11,1,-33.3,2,27,17,1.0,0,27,0,5,4447,mapped_nonMirna_ERR973611:miRCluster_7139_30:chr5:181243866_181243895-,5,181243866,181243895,False,ERR973611,
4448,13,1,-26.5,1,27,11,0.87,0,27,0,7,4448,mapped_nonMirna_ERR973611:miRCluster_7620_19:chr6:3154572_3154590-,6,3154572,3154590,False,ERR973611,
4449,10,1,-7.9,1,16,0,0.91,0,16,0,2,4449,mapped_nonMirna_ERR973611:miRCluster_7166_18:chr6:8013700_8013717+,6,8013700,8013717,False,ERR973611,
4450,8,1,-20.6,1,24,11,0.57,0,24,0,6,4450,mapped_nonMirna_ERR973611:miRCluster_7686_24:chr6:17764383_17764406-,6,17764383,17764406,False,ERR973611,
4451,6,1,-9.6,1,16,11,0.29,0,16,0,4,4451,mapped_nonMirna_ERR973611:miRCluster_7197_25:chr6:26104265_26104289+,6,26104265,26104289,False,ERR973611,
4452,6,1,-17.5,2,19,-8,0.38,0,19,0,1,4452,mapped_nonMirna_ERR973611:miRCluster_7779_21:chr6:31536374_31536394-,6,31536374,31536394,False,ERR973611,
4453,7,1,-16.6,1,14,-10,0.54,0,14,1,2,4453,mapped_nonMirna_ERR973611:miRCluster_7279_17:chr6:31990482_31990498+,6,31990482,31990498,False,ERR973611,
4454,7,1,-16.6,1,14,-10,0.54,0,14,1,2,4454,mapped_nonMirna_ERR973611:miRCluster_7281_17:chr6:32023220_32023236+,6,32023220,32023236,False,ERR973611,
4455,1,1,-12.4,1,10,-13,0.07,0,10,0,2,4455,mapped_nonMirna_ERR973611:miRCluster_7830_21:chr6:34392373_34392393-,6,34392373,34392393,False,ERR973611,
4456,9,1,-6.3,1,10,-7,0.56,0,10,1,1,4456,mapped_nonMirna_ERR973611:miRCluster_7305_17:chr6:34925493_34925509+,6,34925493,34925509,False,ERR973611,
4457,5,1,-32.4,2,26,-26,0.33,0,26,0,5,4457,mapped_nonMirna_ERR973611:miRCluster_7308_18:chr6:35085776_35085793+,6,35085776,35085793,False,ERR973611,
4458,11,1,-15.5,3,17,-1,0.79,0,17,0,1,4458,mapped_nonMirna_ERR973611:miRCluster_7846_25:chr6:35503621_35503645-,6,35503621,35503645,False,ERR973611,
4459,8,1,-19.8,2,25,-25,0.53,0,25,0,3,4459,mapped_nonMirna_ERR973611:miRCluster_7337_17:chr6:39506426_39506442+,6,39506426,39506442,False,ERR973611,
4460,9,1,-7.9,2,16,-17,0.56,0,16,0,1,4460,mapped_nonMirna_ERR973611:miRCluster_7338_17:chr6:40988749_40988765+,6,40988749,40988765,False,ERR973611,
4461,11,1,-30.6,1,20,-2,0.69,0,20,0,2,4461,mapped_nonMirna_ERR973611:miRCluster_7343_20:chr6:42173485_42173504+,6,42173485,42173504,False,ERR973611,
4462,11,1,-15.7,1,21,9,0.61,0,21,0,6,4462,mapped_nonMirna_ERR973611:miRCluster_7898_26:chr6:42698156_42698181-,6,42698156,42698181,False,ERR973611,
4463,13,1,-23.9,2,19,-22,1.0,0,19,0,2,4463,mapped_nonMirna_ERR973611:miRCluster_7427_25:chr6:70557616_70557640+,6,70557616,70557640,False,ERR973611,
4464,11,1,-10.3,2,15,-6,0.5,0,15,0,2,4464,mapped_nonMirna_ERR973611:miRCluster_7969_23:chr6:73641889_73641911-,6,73641889,73641911,False,ERR973611,
4465,6,1,-9.9,3,12,-6,0.38,0,12,0,0,4465,mapped_nonMirna_ERR973611:miRCluster_7431_23:chr6:75670691_75670713+,6,75670691,75670713,False,ERR973611,
4466,11,1,-26.6,1,31,14,0.58,0,31,0,8,4466,mapped_nonMirna_ERR973611:miRCluster_7973_20:chr6:75950575_75950594-,6,75950575,75950594,False,ERR973611,
4467,10,1,-41.8,1,26,14,0.71,0,26,0,5,4467,mapped_nonMirna_ERR973611:miRCluster_7989_20:chr6:79078128_79078147-,6,79078128,79078147,False,ERR973611,
4468,9,1,-10.9,1,17,6,0.6,0,17,0,5,4468,mapped_nonMirna_ERR973611:miRCluster_7444_16:chr6:83590490_83590505+,6,83590490,83590505,False,ERR973611,
4469,0,0,-2.3,1,7,-20,0.0,1,7,0,1,4469,mapped_nonMirna_ERR973611:miRCluster_8019_26:chr6:85677294_85677319-,6,85677294,85677319,False,ERR973611,
4470,11,1,-38.2,1,23,-4,0.69,0,23,0,3,4470,mapped_nonMirna_ERR973611:miRCluster_7459_16:chr6:88167614_88167629+,6,88167614,88167629,False,ERR973611,
4471,3,1,-15.4,1,12,4,0.33,0,12,0,2,4471,mapped_nonMirna_ERR973611:miRCluster_7460_24:chr6:89080751_89080774+,6,89080751,89080774,False,ERR973611,
4472,9,1,-27.1,2,28,-18,0.5,0,28,0,5,4472,mapped_nonMirna_ERR973611:miRCluster_7464_20:chr6:90618818_90618837+,6,90618818,90618837,False,ERR973611,
4473,10,1,-4.3,1,8,-15,0.59,0,8,1,0,4473,mapped_nonMirna_ERR973611:miRCluster_7469_18:chr6:99119566_99119583+,6,99119566,99119583,False,ERR973611,
4474,9,1,-13.3,1,23,26,0.64,0,23,0,4,4474,mapped_nonMirna_ERR973611:miRCluster_8115_24:chr6:130839692_130839715-,6,130839692,130839715,False,ERR973611,
4475,9,1,-4.4,1,12,4,0.6,0,12,0,2,4475,mapped_nonMirna_ERR973611:miRCluster_7555_16:chr6:148576675_148576690+,6,148576675,148576690,False,ERR973611,
4476,9,1,-18.4,1,16,-1,0.6,0,16,0,4,4476,mapped_nonMirna_ERR973611:miRCluster_8211_17:chr6:166678641_166678657-,6,166678641,166678657,False,ERR973611,
4477,9,1,-13.0,1,17,8,0.64,0,17,0,4,4477,mapped_nonMirna_ERR973611:miRCluster_8348_20:chr7:44468184_44468203+,7,44468184,44468203,False,ERR973611,
4478,11,1,-8.7,2,16,-21,0.79,0,16,0,3,4478,mapped_nonMirna_ERR973611:miRCluster_8885_18:chr7:53532999_53533016-,7,53532999,53533016,False,ERR973611,
4479,15,1,-29.9,3,23,-27,0.65,0,23,0,2,4479,mapped_nonMirna_ERR973611:miRCluster_8892_26:chr7:55472398_55472423-,7,55472398,55472423,False,ERR973611,
4480,10,1,-45.5,1,25,11,0.77,0,25,0,5,4480,mapped_nonMirna_ERR973611:miRCluster_8900_23:chr7:55572428_55572450-,7,55572428,55572450,False,ERR973611,
4481,6,1,-8.8,2,11,-10,0.35,0,11,1,1,4481,mapped_nonMirna_ERR973611:miRCluster_8443_18:chr7:74174377_74174394+,7,74174377,74174394,False,ERR973611,
4482,9,1,-28.3,1,24,12,0.64,0,24,0,6,4482,mapped_nonMirna_ERR973611:miRCluster_8465_23:chr7:75888901_75888923+,7,75888901,75888923,False,ERR973611,
4483,12,1,-19.7,2,27,9,0.75,0,27,0,3,4483,mapped_nonMirna_ERR973611:miRCluster_8991_17:chr7:93737197_93737213-,7,93737197,93737213,False,ERR973611,
4484,5,1,-7.8,1,14,-7,0.31,0,14,0,3,4484,mapped_nonMirna_ERR973611:miRCluster_8505_22:chr7:93906761_93906782+,7,93906761,93906782,False,ERR973611,
4485,10,1,-23.7,1,30,16,0.62,0,30,0,4,4485,mapped_nonMirna_ERR973611:miRCluster_8994_16:chr7:94464527_94464542-,7,94464527,94464542,False,ERR973611,
4486,9,1,-14.4,1,12,-6,0.64,0,12,1,2,4486,mapped_nonMirna_ERR973611:miRCluster_8539_20:chr7:99558654_99558673+,7,99558654,99558673,False,ERR973611,
4487,10,1,-28.4,1,31,14,0.62,0,31,0,5,4487,mapped_nonMirna_ERR973611:miRCluster_8550_19:chr7:100218706_100218724+,7,100218706,100218724,False,ERR973611,
4488,13,1,-28.8,1,28,14,0.81,0,28,0,4,4488,mapped_nonMirna_ERR973611:miRCluster_8551_19:chr7:100346033_100346051+,7,100346033,100346051,False,ERR973611,
4489,12,1,-25.4,1,25,6,0.8,0,25,0,6,4489,mapped_nonMirna_ERR973611:miRCluster_9022_19:chr7:102473599_102473617-,7,102473599,102473617,False,ERR973611,
4490,7,1,-15.6,1,11,-11,0.58,0,11,1,2,4490,mapped_nonMirna_ERR973611:miRCluster_9025_20:chr7:102638812_102638831-,7,102638812,102638831,False,ERR973611,
4491,15,1,-26.5,1,30,6,0.94,0,30,0,6,4491,mapped_nonMirna_ERR973611:miRCluster_9036_20:chr7:103603381_103603400-,7,103603381,103603400,False,ERR973611,
